"species","k","Linf","L0","LT_max","Prof_min","Prof_max","Rango_prof","Región","Profundidad"
"R.agassizii",0.335007768795232,696.843425349504,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.289328928655066,700.393536001298,94.27,710,5,150,145,"Costera",40
"R.agassizii",0.311112794477441,693.468344001142,94.27,710,5,150,145,"Costera",39
"R.agassizii",0.294776208689063,698.168452758225,94.27,710,5,150,145,"Costera",26
"R.agassizii",0.318004524455831,692.438977978142,94.27,710,5,150,145,"Costera",11
"R.agassizii",0.303871337763335,706.735615095738,94.27,710,5,150,145,"Costera",8
"R.agassizii",0.304022178038613,693.997700910737,94.27,710,5,150,145,"Costera",22
"R.agassizii",0.32368611135499,691.304539124173,94.27,710,5,150,145,"Costera",3
"R.agassizii",0.315203301254086,696.156798267838,94.27,710,5,150,145,"Costera",51
"R.agassizii",0.340819413796348,694.532419834191,94.27,710,5,150,145,"Costera",55
"R.agassizii",0.334914345507287,691.12495728311,94.27,710,5,150,145,"Costera",17
"R.agassizii",0.321873982723526,694.927609973685,94.27,710,5,150,145,"Costera",79
"R.agassizii",0.315585827520724,694.738607432392,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.30848604057571,697.95695445386,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.300743929670171,699.483716061033,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.294781378446071,690.233844235487,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.301105956889991,695.740009900302,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.332238892587693,698.713817009182,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.313097625081357,697.145326010208,94.27,710,5,150,145,"Costera",16
"R.agassizii",0.315078225425254,696.164768985709,94.27,710,5,150,145,"Costera",78
"R.agassizii",0.310356412274863,700.451523740434,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.310847355030592,696.53537670307,94.27,710,5,150,145,"Costera",18
"R.agassizii",0.303449616723119,700.293355241516,94.27,710,5,150,145,"Costera",33
"R.agassizii",0.306737775487136,696.626325820263,94.27,710,5,150,145,"Costera",34
"R.agassizii",0.308434901965407,696.966160508287,94.27,710,5,150,145,"Costera",63
"R.agassizii",0.318664240467592,698.606110524275,94.27,710,5,150,145,"Costera",76
"R.agassizii",0.31480039265361,699.769432144208,94.27,710,5,150,145,"Costera",39
"R.agassizii",0.31305577989178,696.037347337599,94.27,710,5,150,145,"Costera",27
"R.agassizii",0.317457236489732,698.243194151259,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.323012081548583,696.012963955609,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.318794241538558,694.775237636045,94.27,710,5,150,145,"Costera",11
"R.agassizii",0.328895931332766,689.111707694884,94.27,710,5,150,145,"Costera",16
"R.agassizii",0.301087534439699,695.742092120426,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.324546519378144,695.595509900492,94.27,710,5,150,145,"Costera",22
"R.agassizii",0.344782754880427,703.659736484483,94.27,710,5,150,145,"Costera",18
"R.agassizii",0.305927108814473,695.410482398952,94.27,710,5,150,145,"Costera",16
"R.agassizii",0.306246996075853,700.720322319667,94.27,710,5,150,145,"Costera",50
"R.agassizii",0.315875537919302,701.32017426241,94.27,710,5,150,145,"Costera",82
"R.agassizii",0.313197732759812,702.397399801372,94.27,710,5,150,145,"Costera",51
"R.agassizii",0.33390537439347,689.749318390827,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.296902065535096,692.805568840606,94.27,710,5,150,145,"Costera",13
"R.agassizii",0.319511999614031,698.369001147421,94.27,710,5,150,145,"Costera",79
"R.agassizii",0.317534829212371,705.836768444253,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.310429295607783,701.228323486142,94.27,710,5,150,145,"Costera",18
"R.agassizii",0.332013026706807,695.624173896686,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.317661470181313,692.173693592143,94.27,710,5,150,145,"Costera",39
"R.agassizii",0.31765227967667,699.452455602677,94.27,710,5,150,145,"Costera",34
"R.agassizii",0.318096328471454,697.68960874002,94.27,710,5,150,145,"Costera",32
"R.agassizii",0.314079247846804,693.653288326936,94.27,710,5,150,145,"Costera",24
"R.agassizii",0.309194519000251,705.400976296363,94.27,710,5,150,145,"Costera",45
"R.agassizii",0.322374134402568,694.211764383012,94.27,710,5,150,145,"Costera",14
"R.agassizii",0.342736054503066,699.279106262385,94.27,710,5,150,145,"Costera",32
"R.agassizii",0.312481733975215,695.063363112605,94.27,710,5,150,145,"Costera",29
"R.agassizii",0.308923678896417,687.244927280363,94.27,710,5,150,145,"Costera",27
"R.agassizii",0.32450178885666,700.788154593472,94.27,710,5,150,145,"Costera",81
"R.agassizii",0.341796087141616,697.596765200313,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.327430310558411,693.351489914732,94.27,710,5,150,145,"Costera",35
"R.agassizii",0.309265522365545,692.83796228751,94.27,710,5,150,145,"Costera",50
"R.agassizii",0.343290372728564,694.215828171806,94.27,710,5,150,145,"Costera",42
"R.agassizii",0.319791886686839,694.377738537092,94.27,710,5,150,145,"Costera",9
"R.agassizii",0.326994220581822,700.246392015628,94.27,710,5,150,145,"Costera",16
"R.agassizii",0.306863802713495,692.91261802826,94.27,710,5,150,145,"Costera",22
"R.agassizii",0.30649787083948,691.193429940956,94.27,710,5,150,145,"Costera",80
"R.agassizii",0.336261927573212,692.718046612228,94.27,710,5,150,145,"Costera",41
"R.agassizii",0.320786587278377,701.910600188016,94.27,710,5,150,145,"Costera",31
"R.agassizii",0.292621926224542,704.16996101677,94.27,710,5,150,145,"Costera",83
"R.agassizii",0.32067491448196,700.828749451622,94.27,710,5,150,145,"Costera",81
"R.agassizii",0.315027407918878,698.067651994426,94.27,710,5,150,145,"Costera",53
"R.agassizii",0.319174096356855,687.107894680208,94.27,710,5,150,145,"Costera",23
"R.agassizii",0.319630962108552,693.406142024118,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.31981597874566,696.004115498512,94.27,710,5,150,145,"Costera",73
"R.agassizii",0.321762400763475,696.316215265349,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.31721449342212,693.961194963016,94.27,710,5,150,145,"Costera",53
"R.agassizii",0.323349714685556,699.707075617635,94.27,710,5,150,145,"Costera",50
"R.agassizii",0.319518313120656,690.401004703265,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.310603463154284,692.877010347486,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.308514470764082,696.059924894791,94.27,710,5,150,145,"Costera",73
"R.agassizii",0.322203094237812,694.033145247841,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.327273051720149,690.532814907774,94.27,710,5,150,145,"Costera",22
"R.agassizii",0.308736327826631,696.115968122948,94.27,710,5,150,145,"Costera",26
"R.agassizii",0.32116364889032,704.023267484622,94.27,710,5,150,145,"Costera",36
"R.agassizii",0.327331462841382,693.727950380995,94.27,710,5,150,145,"Costera",27
"R.agassizii",0.320988241601659,704.061810226736,94.27,710,5,150,145,"Costera",33
"R.agassizii",0.316848758498085,701.568401190477,94.27,710,5,150,145,"Costera",34
"R.agassizii",0.32728738142145,695.749364456356,94.27,710,5,150,145,"Costera",31
"R.agassizii",0.322527869070812,695.969110488116,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.328485248217869,693.5103867028,94.27,710,5,150,145,"Costera",18
"R.agassizii",0.318911370804518,696.552375587227,94.27,710,5,150,145,"Costera",22
"R.agassizii",0.3249758239075,698.988759059465,94.27,710,5,150,145,"Costera",84
"R.agassizii",0.324077149650239,701.491390192385,94.27,710,5,150,145,"Costera",57
"R.agassizii",0.313947783789635,704.971046852319,94.27,710,5,150,145,"Costera",18
"R.agassizii",0.313923664108375,695.915419217856,94.27,710,5,150,145,"Costera",34
"R.agassizii",0.315946548591086,694.822484494553,94.27,710,5,150,145,"Costera",55
"R.agassizii",0.320787322488819,693.677475517891,94.27,710,5,150,145,"Costera",75
"R.agassizii",0.329265952486871,699.191701076776,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.333361509667889,695.612464397843,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.304041573649047,700.852055751785,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.31090920429721,695.469084790694,94.27,710,5,150,145,"Costera",10
"R.agassizii",0.335052300285481,689.664457461477,94.27,710,5,150,145,"Costera",54
"R.agassizii",0.304636812625701,696.165691030625,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.302742909490962,693.056982056693,94.27,710,5,150,145,"Costera",11
"R.agassizii",0.309720503119435,699.268220635654,94.27,710,5,150,145,"Costera",14
"R.agassizii",0.340409902063503,693.432481905321,94.27,710,5,150,145,"Costera",17
"R.agassizii",0.310882820504907,696.46154111463,94.27,710,5,150,145,"Costera",29
"R.agassizii",0.318295339117268,702.625143626663,94.27,710,5,150,145,"Costera",80
"R.agassizii",0.311288776163265,694.756096430442,94.27,710,5,150,145,"Costera",43
"R.agassizii",0.324551142741847,698.037243354105,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.311836052595136,694.17868498506,94.27,710,5,150,145,"Costera",67
"R.agassizii",0.325075721968982,698.478284759423,94.27,710,5,150,145,"Costera",11
"R.agassizii",0.298133613541981,694.382581341629,94.27,710,5,150,145,"Costera",43
"R.agassizii",0.30035666221618,694.114542029155,94.27,710,5,150,145,"Costera",22
"R.agassizii",0.309914418488417,698.664794993099,94.27,710,5,150,145,"Costera",79
"R.agassizii",0.322008454376851,695.285800846117,94.27,710,5,150,145,"Costera",26
"R.agassizii",0.325044935412049,695.535094829569,94.27,710,5,150,145,"Costera",28
"R.agassizii",0.326410737507663,703.711742190744,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.327043498108407,699.652860468054,94.27,710,5,150,145,"Costera",87
"R.agassizii",0.306701195441613,701.050154009525,94.27,710,5,150,145,"Costera",81
"R.agassizii",0.318462049738118,700.71047791622,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.333609873910249,693.128886860192,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.334527416450135,693.494415511514,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.30621892946813,698.89508986132,94.27,710,5,150,145,"Costera",79
"R.agassizii",0.328894685440692,698.194057979556,94.27,710,5,150,145,"Costera",41
"R.agassizii",0.315186915391328,694.037178397914,94.27,710,5,150,145,"Costera",46
"R.agassizii",0.308061942604243,699.103192522663,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.324543526901399,704.275319534658,94.27,710,5,150,145,"Costera",77
"R.agassizii",0.307562631304926,686.391731085603,94.27,710,5,150,145,"Costera",92
"R.agassizii",0.302647697131506,697.997854072178,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.328399932175858,695.355872788101,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.313109538649671,693.387660168343,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.323745102845551,697.240766556473,94.27,710,5,150,145,"Costera",57
"R.agassizii",0.306319340617091,690.644399068683,94.27,710,5,150,145,"Costera",81
"R.agassizii",0.307694555868075,696.362891548469,94.27,710,5,150,145,"Costera",39
"R.agassizii",0.317305838722077,703.571214380312,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.295680134946872,707.258646581482,94.27,710,5,150,145,"Costera",40
"R.agassizii",0.315606085370765,699.772527289928,94.27,710,5,150,145,"Costera",27
"R.agassizii",0.324656608516202,696.890826985907,94.27,710,5,150,145,"Costera",78
"R.agassizii",0.309948859552621,694.419280821611,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.301386595696833,696.347907435913,94.27,710,5,150,145,"Costera",31
"R.agassizii",0.318804039384115,684.657921918917,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.30181075224248,699.253279595095,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.317773440932955,689.836336641913,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.319462992025917,692.268852285573,94.27,710,5,150,145,"Costera",6
"R.agassizii",0.319350186054909,695.586820357014,94.27,710,5,150,145,"Costera",56
"R.agassizii",0.324033969548163,695.539327954136,94.27,710,5,150,145,"Costera",39
"R.agassizii",0.308403519234304,691.393534882492,94.27,710,5,150,145,"Costera",11
"R.agassizii",0.317378935022068,698.542090175965,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.320556090360649,698.219761366832,94.27,710,5,150,145,"Costera",6
"R.agassizii",0.319822964385382,697.674194073218,94.27,710,5,150,145,"Costera",84
"R.agassizii",0.314459201319772,692.292172845229,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.344835674884092,696.907238152551,94.27,710,5,150,145,"Costera",9
"R.agassizii",0.310621236190893,695.884187818209,94.27,710,5,150,145,"Costera",63
"R.agassizii",0.322600097074718,694.560300144589,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.307688050553639,689.858439177703,94.27,710,5,150,145,"Costera",84
"R.agassizii",0.301891901371262,689.838644463735,94.27,710,5,150,145,"Costera",80
"R.agassizii",0.329986473135815,702.651068488826,94.27,710,5,150,145,"Costera",23
"R.agassizii",0.319663925558307,698.830197828447,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.321486740344378,692.302847551835,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.308826321405574,691.613487457678,94.27,710,5,150,145,"Costera",28
"R.agassizii",0.325490229799098,701.395817518802,94.27,710,5,150,145,"Costera",22
"R.agassizii",0.322619214174566,699.657143578508,94.27,710,5,150,145,"Costera",46
"R.agassizii",0.306729422674281,684.230288988268,94.27,710,5,150,145,"Costera",79
"R.agassizii",0.320781155022443,687.155800838616,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.288178064135803,686.359644737531,94.27,710,5,150,145,"Costera",10
"R.agassizii",0.323050113899022,696.855450375512,94.27,710,5,150,145,"Costera",37
"R.agassizii",0.324450494699936,693.925134631301,94.27,710,5,150,145,"Costera",33
"R.agassizii",0.31099272429802,700.491957619647,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.333238058699387,701.179301504213,94.27,710,5,150,145,"Costera",13
"R.agassizii",0.291543456486795,699.524770643564,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.33486831469491,691.461685774481,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.305865839868691,696.564580911902,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.322797624066229,688.908526591831,94.27,710,5,150,145,"Costera",17
"R.agassizii",0.32346876543844,699.6209472733,94.27,710,5,150,145,"Costera",56
"R.agassizii",0.329156934428225,699.636156672526,94.27,710,5,150,145,"Costera",33
"R.agassizii",0.319148436529428,699.609070201513,94.27,710,5,150,145,"Costera",74
"R.agassizii",0.313525800400347,697.270709936363,94.27,710,5,150,145,"Costera",52
"R.agassizii",0.309476701731454,699.478692348582,94.27,710,5,150,145,"Costera",28
"R.agassizii",0.308808152823522,696.471265045357,94.27,710,5,150,145,"Costera",28
"R.agassizii",0.310347910672013,695.255790527125,94.27,710,5,150,145,"Costera",42
"R.agassizii",0.325300612056215,703.378056736795,94.27,710,5,150,145,"Costera",37
"R.agassizii",0.325169290173776,700.527448606783,94.27,710,5,150,145,"Costera",73
"R.agassizii",0.326937128139853,692.342357510042,94.27,710,5,150,145,"Costera",11
"R.agassizii",0.317209968243556,700.375345471171,94.27,710,5,150,145,"Costera",43
"R.agassizii",0.329903808303746,692.754851340587,94.27,710,5,150,145,"Costera",53
"R.agassizii",0.300664428246905,698.320233648954,94.27,710,5,150,145,"Costera",16
"R.agassizii",0.317224178334799,695.53305532192,94.27,710,5,150,145,"Costera",52
"R.agassizii",0.341274558254462,694.442515732996,94.27,710,5,150,145,"Costera",47
"R.agassizii",0.32886248030382,691.764855696019,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.307583098230374,696.131917402124,94.27,710,5,150,145,"Costera",78
"R.agassizii",0.314142154891932,696.144253975475,94.27,710,5,150,145,"Costera",15
"R.agassizii",0.312153853243863,695.654710069545,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.299247177715925,697.125009860745,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.311632619203621,692.774670339945,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.324560051604429,694.155697736829,94.27,710,5,150,145,"Costera",43
"R.agassizii",0.314926581787749,699.349961055658,94.27,710,5,150,145,"Costera",10
"R.agassizii",0.320134443478813,689.513077193265,94.27,710,5,150,145,"Costera",21
"R.agassizii",0.322045941577875,694.801705268734,94.27,710,5,150,145,"Costera",17
"R.agassizii",0.316914983823694,698.846289733974,94.27,710,5,150,145,"Costera",67
"R.agassizii",0.314470899973951,698.277291457494,94.27,710,5,150,145,"Costera",11
"R.agassizii",0.314552939755181,692.420736336041,94.27,710,5,150,145,"Costera",67
"R.agassizii",0.304771477688048,691.259714306897,94.27,710,5,150,145,"Costera",76
"R.agassizii",0.320361482147632,695.533663062409,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.335718474699107,694.914635427016,94.27,710,5,150,145,"Costera",7
"R.agassizii",0.33109745109958,702.176852770381,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.31724790131485,690.755621597125,94.27,710,5,150,145,"Costera",26
"R.agassizii",0.332140724272654,689.146602346589,94.27,710,5,150,145,"Costera",61
"R.agassizii",0.323506498935653,692.318549988326,94.27,710,5,150,145,"Costera",81
"R.agassizii",0.337961857618525,688.949805075155,94.27,710,5,150,145,"Costera",57
"R.agassizii",0.304535625128227,693.641017788659,94.27,710,5,150,145,"Costera",6
"R.agassizii",0.336210157824917,695.144961482673,94.27,710,5,150,145,"Costera",73
"R.agassizii",0.316655886694186,690.066209612069,94.27,710,5,150,145,"Costera",32
"R.agassizii",0.326698491717985,698.054776235966,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.29793162304404,690.546842275097,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.321631272049328,695.903749914466,94.27,710,5,150,145,"Costera",17
"R.agassizii",0.302832961692342,690.318689102796,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.318182316946162,693.045564665911,94.27,710,5,150,145,"Costera",31
"R.agassizii",0.328248928364642,701.535033185712,94.27,710,5,150,145,"Costera",74
"R.agassizii",0.306951886931182,699.505266709405,94.27,710,5,150,145,"Costera",24
"R.agassizii",0.32984142637031,696.998355908663,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.300313919627871,693.698990206202,94.27,710,5,150,145,"Costera",12
"R.agassizii",0.318999195803665,695.406089701282,94.27,710,5,150,145,"Costera",18
"R.agassizii",0.334931661800731,695.967427447436,94.27,710,5,150,145,"Costera",51
"R.agassizii",0.319967405841337,704.852865877654,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.336712644654122,701.623727824561,94.27,710,5,150,145,"Costera",30
"R.agassizii",0.3035068080921,698.112576779376,94.27,710,5,150,145,"Costera",44
"R.agassizii",0.32496995113654,696.41276631277,94.27,710,5,150,145,"Costera",20
"R.agassizii",0.31165425838748,698.559289332584,94.27,710,5,150,145,"Costera",74
"R.agassizii",0.30200233166424,698.015364572066,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.319103017128207,695.13335567104,94.27,710,5,150,145,"Costera",49
"R.agassizii",0.316887826399478,695.855696254215,94.27,710,5,150,145,"Costera",25
"R.agassizii",0.321704148439919,687.609344117517,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.326776377508295,703.022352967414,94.27,710,5,150,145,"Costera",34
"R.agassizii",0.309445201601673,697.379921037366,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.311156798227587,695.785323607616,94.27,710,5,150,145,"Costera",22
"R.agassizii",0.303706374452343,696.887600040183,94.27,710,5,150,145,"Costera",42
"R.agassizii",0.296245310354583,698.082450896359,94.27,710,5,150,145,"Costera",63
"R.agassizii",0.326653171008654,699.747851360505,94.27,710,5,150,145,"Costera",35
"R.agassizii",0.312449877080046,699.27613792015,94.27,710,5,150,145,"Costera",18
"R.agassizii",0.32663372844687,695.28962764921,94.27,710,5,150,145,"Costera",33
"R.agassizii",0.322927462364412,699.143120242032,94.27,710,5,150,145,"Costera",28
"R.agassizii",0.310401958738292,698.515297578359,94.27,710,5,150,145,"Costera",24
"R.agassizii",0.318076048867773,693.463340724681,94.27,710,5,150,145,"Costera",26
"R.agassizii",0.311917143412599,702.403216408798,94.27,710,5,150,145,"Costera",71
"R.agassizii",0.322713690454261,696.880408172696,94.27,710,5,150,145,"Costera",62
"R.agassizii",0.312584519918266,700.11179063766,94.27,710,5,150,145,"Costera",68
"R.agassizii",0.306410113577274,698.905585360513,94.27,710,5,150,145,"Costera",19
"R.agassizii",0.323732229084405,703.775550693221,94.27,710,5,150,145,"Costera",10
"R.agassizii",0.330742864551109,699.186831482135,94.27,710,5,150,145,"Costera",23
